28.54,22.91,Duplicate
30.72,17.26,Duplicate
31.08,17.05,Duplicate
26.27,24.05,Duplicate
28.24,21.75,Duplicate
27.31,23.46,Duplicate
29.5,24.5,Duplicate
31.87,14.11,Duplicate
28.38,22.17,Duplicate
26.56,28.2,Duplicate
30.89,30.76,Duplicate
31.76,21.56,Duplicate
30.44,18.62,Duplicate
28.89,27.94,Duplicate
29.88,31.75,Duplicate
27.38,25.73,Duplicate
8.32,28.14,Duplicate
7.48,32.34,Duplicate
6.95,31.63,Duplicate
7.24,28.33,Duplicate
27.28,25.55,Duplicate
25.97,24.08,Duplicate
29.31,19.74,Duplicate
26.59,26.82,Duplicate
28.52,28.76,Duplicate
26.39,26.72,Duplicate
28.47,35.42,Duplicate
27.07,31.84,Duplicate
27.12,32.12,Duplicate
26.65,27.22,Duplicate
28.74,23.4,Duplicate
34.88,31.2,Duplicate
27.18,24.0,Duplicate
26.49,27.29,Duplicate
31.57,17.18,Duplicate
27.94,32.98,Duplicate
30.26,38.17,Duplicate
26.65,27.22,Duplicate
33.19,25.0,Duplicate
28.49,24.49,Duplicate
34.3,41.47,Duplicate
30.95,36.64,Duplicate
29.56,23.85,Duplicate
30.36,18.57,Duplicate
30.7,18.36,Duplicate
33.52,18.14,Duplicate
30.72,19.53,Duplicate
30.33,25.31,Duplicate
32.23,17.61,Duplicate
30.4,28.31,Duplicate
32.96,19.79,Duplicate
31.32,16.48,Duplicate
31.33,16.83,Duplicate
30.04,21.99,Duplicate
26.93,23.06,Duplicate
28.09,22.31,Duplicate
31.17,18.71,Duplicate
32.09,17.4,Duplicate
32.67,18.17,Duplicate
30.17,20.88,Duplicate
33.58,14.04,Duplicate
27.0,26.82,Duplicate
27.15,32.64,Duplicate
27.52,33.28,Duplicate
27.02,24.01,Duplicate
26.6,27.3,Duplicate
27.79,24.66,Duplicate
33.09,22.12,Duplicate
28.5,21.82,Duplicate
29.79,19.46,Duplicate
25.95,24.27,Duplicate
25.99,25.66,Duplicate
29.16,21.32,Duplicate
30.57,17.2,Duplicate
27.12,25.94,Duplicate
30.17,18.93,Duplicate
26.45,25.07,Duplicate
29.02,29.17,Duplicate
29.86,28.14,Duplicate
32.44,21.74,Duplicate
29.7,22.41,Duplicate
30.08,25.96,Duplicate
27.33,25.67,Duplicate
27.43,25.74,Duplicate
31.93,22.93,Duplicate
27.59,23.38,Duplicate
32.33,16.63,Duplicate
26.98,24.02,Duplicate
26.86,26.24,Duplicate
26.33,27.72,Duplicate
31.16,33.45,Duplicate
31.38,28.07,Duplicate
27.75,27.2,Duplicate
28.42,21.64,Duplicate
29.37,22.3,Duplicate
28.8,27.61,Duplicate
28.98,37.46,Duplicate
29.35,30.83,Duplicate
27.87,32.94,Duplicate
27.42,32.37,Duplicate
26.48,27.29,Duplicate
27.54,25.04,Duplicate
27.78,33.7,Duplicate
30.01,22.75,Duplicate
32.82,15.72,Duplicate
30.7,17.85,Duplicate
27.71,25.37,Duplicate
27.1,24.37,Duplicate
29.11,29.12,Duplicate
29.04,26.77,Duplicate
28.66,25.82,Duplicate
27.09,25.62,Duplicate
32.22,35.59,Duplicate
26.18,24.41,Duplicate
34.15,24.34,Duplicate
57.13,43.9,Duplicate
61.01,33.49,Duplicate
53.05,26.67,Duplicate
53.08,24.26,Duplicate
31.91,20.02,Duplicate
35.32,18.37,Duplicate
35.94,19.09,Duplicate
43.23,15.57,Duplicate
31.09,16.3,Duplicate
30.97,18.26,Duplicate
29.89,25.69,Duplicate
31.3,23.45,Duplicate
31.74,21.07,Duplicate
38.92,13.32,Duplicate
44.17,16.29,Duplicate
47.84,9.82,Duplicate
38.42,14.79,Duplicate
35.49,9.58,Duplicate
35.14,11.7,Duplicate
32.82,8.86,Duplicate
37.31,10.19,Duplicate
34.4,8.82,Duplicate
46.64,11.04,Duplicate
49.48,12.26,Duplicate
42.42,13.65,Duplicate
45.56,14.16,Duplicate
46.54,15.97,Duplicate
48.29,20.6,Duplicate
57.52,13.14,Duplicate
60.43,23.41,Duplicate
61.51,25.68,Duplicate
54.27,16.48,Duplicate
70.69,23.74,Duplicate
54.54,21.57,Duplicate
51.81,18.56,Duplicate
46.61,13.71,Duplicate
53.28,15.28,Duplicate
32.14,15.75,Duplicate
46.45,15.36,Duplicate
50.39,16.95,Duplicate
54.73,21.83,Duplicate
53.87,16.74,Duplicate
62.1,18.08,Duplicate
58.57,19.16,Duplicate
60.68,18.22,Duplicate
51.74,18.3,Duplicate
58.65,23.09,Duplicate
53.17,13.4,Duplicate
56.6,20.37,Duplicate
63.52,17.93,Duplicate
73.22,18.8,Duplicate
69.06,23.14,Duplicate
95.32,21.58,Duplicate
64.89,16.67,Duplicate
65.98,13.08,Duplicate
44.35,15.4,Duplicate
47.1,17.52,Duplicate
47.95,25.07,Duplicate
45.22,22.53,Duplicate
47.78,22.04,Duplicate
46.31,23.63,Duplicate
55.25,27.09,Duplicate
45.51,22.94,Duplicate
57.2,23.25,Duplicate
67.58,18.99,Duplicate
66.61,26.4,Duplicate
62.48,19.82,Duplicate
58.16,21.58,Duplicate
52.41,16.1,Duplicate
48.57,21.59,Duplicate
51.44,25.61,Duplicate
46.1,14.18,Duplicate
32.11,15.85,Duplicate
42.18,14.35,Duplicate
33.62,14.46,Duplicate
52.05,17.85,Duplicate
60.65,23.48,Duplicate
60.55,23.5,Duplicate
52.61,17.98,Duplicate
49.65,23.11,Duplicate
63.56,24.79,Duplicate
39.33,27.54,Duplicate
48.19,25.96,Duplicate
35.15,22.81,Duplicate
40.69,28.39,Duplicate
36.97,16.21,Duplicate
37.8,20.8,Duplicate
47.91,21.39,Duplicate
46.01,16.05,Duplicate
62.12,23.08,Duplicate
54.34,24.28,Duplicate
52.76,24.96,Duplicate
51.56,24.89,Duplicate
47.56,20.53,Duplicate
52.64,24.49,Duplicate
49.77,19.45,Duplicate
42.14,16.18,Duplicate
28.58,25.72,Duplicate
47.27,26.2,Duplicate
38.22,26.61,Duplicate
40.95,27.99,Duplicate
37.75,27.06,Duplicate
36.62,23.97,Duplicate
38.79,20.04,Duplicate
50.2,24.97,Duplicate
46.86,22.79,Duplicate
37.15,21.72,Duplicate
46.87,32.3,Duplicate
37.69,20.87,Duplicate
44.19,22.28,Duplicate
44.39,15.38,Duplicate
43.01,14.32,Duplicate
79.6,23.66,Duplicate
41.6,13.75,Duplicate
42.77,12.89,Duplicate
37.33,17.32,Duplicate
33.62,16.13,Duplicate
35.75,12.8,Duplicate
39.19,14.66,Duplicate
33.56,17.01,Duplicate
33.91,16.54,Duplicate
35.89,16.58,Duplicate
29.91,19.33,Duplicate
30.83,17.85,Duplicate
29.75,21.16,Duplicate
36.39,20.49,Duplicate
36.32,23.41,Duplicate
39.16,24.18,Duplicate
37.74,25.56,Duplicate
34.73,14.65,Duplicate
30.29,18.67,Duplicate
58.19,31.31,Duplicate
42.55,29.5,Duplicate
36.09,27.94,Duplicate
39.94,28.05,Duplicate
35.72,22.86,Duplicate
32.85,22.53,Duplicate
42.14,22.87,Duplicate
33.14,25.98,Duplicate
33.52,20.48,Duplicate
32.34,22.37,Duplicate
37.09,23.27,Duplicate
30.0,22.86,Duplicate
32.89,24.1,Duplicate
34.0,27.76,Duplicate
33.87,31.18,Duplicate
38.26,20.38,Duplicate
35.99,20.64,Duplicate
38.24,26.01,Duplicate
34.65,20.56,Duplicate
34.71,24.1,Duplicate
38.07,25.91,Duplicate
44.72,20.73,Duplicate
44.71,18.19,Duplicate
43.25,22.1,Duplicate
49.97,17.62,Duplicate
43.03,23.62,Duplicate
31.53,20.09,Duplicate
32.0,22.66,Duplicate
33.49,21.59,Duplicate
35.06,18.68,Duplicate
29.86,28.24,Duplicate
34.66,11.86,Duplicate
33.1,19.39,Duplicate
38.56,19.52,Duplicate
39.17,13.89,Duplicate
43.01,24.95,Duplicate
55.87,27.18,Duplicate
36.49,22.17,Duplicate
33.81,21.57,Duplicate
33.55,16.76,Duplicate
32.78,18.02,Duplicate
34.03,20.43,Duplicate
35.87,22.26,Duplicate
46.7,18.52,Duplicate
63.76,35.8,Duplicate
43.56,21.13,Duplicate
51.24,26.5,Duplicate
49.19,29.77,Duplicate
40.67,31.36,Duplicate
42.77,32.3,Duplicate
57.9,34.26,Duplicate
32.67,26.8,Duplicate
47.69,32.35,Duplicate
41.45,27.04,Duplicate
39.79,26.13,Duplicate
45.03,33.59,Duplicate
39.47,32.79,Duplicate
34.43,39.1,Duplicate
37.09,35.8,Duplicate
35.54,37.76,Duplicate
